date_original,date,cruise,sonobuoy_number,latitude,longitude,sighting_number,opportunistic_buoy,sonobuoy_type,channel,depth,hours_to_scuttle,bad_buoys,ship_noise,difar_signal,water_noise,biological_sounds,sounds_detected,dat_tape_number,additional_tapes,reception_distance_nmi,recording_reviewed,comments
2000-08-06 19:11:00,08/06/2000 19:11,1615,5,24.0896,-111.6546,1104,Other,53A,21,90,999,1,1,1,0,1,,1,0,,0,
2000-08-07 09:57:00,08/07/2000 09:57,1615,6,23.0736,-110.6755,1108,Other,53A,9,90,999,0,1,1,1,0,,1,0,,0,
2000-08-08 14:21:00,08/08/2000 14:21,1615,7,21.9325,-108.7613,1121,Other,57A,9,90,999,0,1,0,0,0,,2,0,,0,
2000-09-21 10:05:00,09/21/2000 10:05,1615,9,99.999,999.999,1341,Other,53,15,90,999,1,1,1,1,0,,2,0,,0,CHECK LAT LONG
2000-10-12 19:15:00,10/12/2000 19:15,1615,10,10.0903,-91.2084,1543,Other,53A,19,90,999,0,1,1,1,0,,3,0,,0,
2000-10-13 11:27:00,10/13/2000 11:27,1615,11,10.9103,-91.886,1545,Other,53A,12,90,999,0,1,1,1,0,,4,0,,0,
2000-10-14 19:36:00,10/14/2000 19:36,1615,12,8.7325,-94.3221,1561,Other,53A,17,90,999,0,1,1,1,0,,4,1,,0,
2000-10-31 18:10:00,10/31/2000 18:10,1615,14,9.8524,-95.615,1648,Other,53A,20,90,999,1,1,1,1,0,,6,0,,0,
2000-11-01 08:02:00,11/01/2000 08:02,1615,15,8.8943,-96.6045,1654,Other,53A,20,90,999,0,1,1,1,0,,7,0,,0,
2000-11-13 11:56:00,11/13/2000 11:56,1615,16,15.2642,-102.6783,1704,Other,53A,28,90,999,0,1,1,1,0,,7,0,,0,
2000-07-31 09:47:00,07/31/2000 09:47,1616,1,25.1367,-121.7643,999,Test,53,55,90,999,0,1,1,1,0,,999,0,,0,"Test, tape=Test1"
2000-08-06 19:39:00,08/06/2000 19:39,1616,4,17.0051,-120.1825,18,Other,53,20,60,999,3,1,1,1,1,,2,0,,0,
2000-08-10 11:16:00,08/10/2000 11:16,1616,5,10.1197,-126.6402,41,Other,53,21,90,999,0,1,1,1,0,,3,0,,0,
2000-08-12 14:12:00,08/12/2000 14:12,1616,7,13.0976,-131.4765,67,Other,53,9,90,999,0,1,1,1,1,,4,0,,0,
2000-08-13 09:05:00,08/13/2000 09:05,1616,8,12.4572,-132.5395,74,Other,53,56,90,999,0,1,1,1,0,,5,0,,0,
2000-09-04 10:23:00,09/04/2000 10:23,1616,11,11.5415,-140.495,133,Other,53,16,90,999,1,1,1,1,1,,6,0,,0,
2000-09-08 16:10:00,09/08/2000 16:10,1616,12,2.3315,-129.3112,140,Other,53,13,90,999,0,1,1,1,0,,7,0,,0,
2000-09-09 15:38:00,09/09/2000 15:38,1616,13,0.3616,-126.8983,144,Other,57A,12,60,999,0,1,1,1,0,,8,0,,0,
2000-09-10 14:48:00,09/10/2000 14:48,1616,14,-2.45,-126.2333,148,Other,53,9,90,999,0,1,1,1,0,,9,0,,0,
2000-09-13 12:52:00,09/13/2000 12:52,1616,15,-4.4166,-119.3408,165,Other,53,15,90,999,0,1,1,1,0,,10,0,,0,
2000-09-13 15:34:00,09/13/2000 15:34,1616,16,-4.3972,-118.9993,168,Other,53,6,90,999,0,1,1,1,0,,11,0,,0,
2000-09-14 14:34:00,09/14/2000 14:34,1616,19,-4.3612,-116.696,173,Other,57,12,60,999,1,1,1,1,1,,12,0,,0,
2000-09-15 15:52:00,09/15/2000 15:52,1616,21,-4.0457,-113.3203,174,Other,57,12,60,999,1,1,1,1,1,,13,0,,0,
2000-09-20 10:42:00,09/20/2000 10:42,1616,22,3.1686,-105.8396,183,Other,53,17,60,999,0,1,1,1,1,,14,0,,0,
2000-09-20 14:16:00,09/20/2000 14:16,1616,24,3.24,-105.24,185,Other,53,5,90,999,1,1,1,1,1,,15,0,,0,
2000-09-23 15:45:00,09/23/2000 15:45,1616,26,5.5433,-95.6333,204,Other,53,55,90,999,0,1,1,1,0,,16,0,,0,POSSIBLY BAD?
2000-09-23 16:30:00,09/23/2000 16:30,1616,27,5.5152,-95.5758,206,Other,53,12,90,999,0,1,1,1,0,,16,1,,0,CHECK LOCATION
2000-09-24 14:07:00,09/24/2000 14:07,1616,30,6.6612,-93.2162,211,Other,57,12,90,999,1,1,1,1,1,,18,0,,0,
2000-10-09 18:55:00,10/09/2000 18:55,1616,32,1.4968,-94.33,269,Other,53,5,90,999,1,1,1,1,1,,18,0,,0,
2000-10-21 14:46:00,10/21/2000 14:46,1616,33,-11.6802,-86.9433,307,Other,53,54,90,8,0,1,1,1,0,,19,0,,0,
2000-10-21 15:41:00,10/21/2000 15:41,1616,34,-11.7633,-86.858,308,Other,53,60,90,999,0,1,1,1,0,,19,0,,0,
2000-10-24 14:45:00,10/24/2000 14:45,1616,37,-12.7366,-78.9216,320,Other,57,12,90,999,2,1,1,1,0,,20,0,,0,
2000-10-30 11:55:00,10/30/2000 11:55,1616,38,-9.4927,-79.0322,328,Other,53,60,90,999,0,1,1,1,1,,21,0,,0,
2000-10-30 18:48:00,10/30/2000 18:48,1616,41,-8.7295,-79.0485,333,Other,53,12,90,999,1,0,0,0,0,,22,0,,0,POSSIBLY A BAD BUOY?
2000-11-02 18:45:00,11/02/2000 18:45,1616,43,-6.9966,-81.1508,358,Other,53,60,999,999,0,1,1,1,1,,23,0,,0,CHECK ALL LATS AND ALL LONGS… THEY MAY BE IN DIFFERENT FORMATS!!!
2000-11-02 19:21:00,11/02/2000 19:21,1616,44,-6.9928,-81.095,358,Other,53,57,999,999,0,1,1,1,1,,23,0,,0,"CHECK ALL LATS AND ALL LONGS… THEY MAY BE IN DIFFERENT FORMATS!!!; CHECK INFO IN GREEN BOOK, NOT SURE IF THIS IS CORRECT?"
2000-11-02 23:04:00,11/02/2000 23:04,1616,45,-6.91,-80.835,999,Other,53,61,999,999,0,1,1,1,1,,24,0,,0,"CHECK ALL LATS AND ALL LONGS… THEY MAY BE IN DIFFERENT FORMATS!!!; CHECK INFO ON BUOYS, AND SIGHTING NUMBER… THIS ONE IS KINDA MESSED UP"
2000-11-02 23:42:00,11/02/2000 23:42,1616,46,-6.8666,-80.745,,Other,53,58,999,999,0,1,1,1,1,,24,0,,0,"CHECK ALL LATS AND ALL LONGS… THEY MAY BE IN DIFFERENT FORMATS!!! CHECK ALL INFO, THERE MAY BE SOME OF THIS WRONG"
2000-11-26 11:27:00,11/26/2000 11:27,1616,50,7.454,-98.0603,478,Other,53,17,90,999,1,1,1,1,1,,25,0,,0,
2000-11-29 17:43:00,11/29/2000 17:43,1616,51,9.3098,-108.1698,506,Other,53,62,90,999,0,1,1,1,1,,26,0,,0,
2000-12-02 17:05:00,12/02/2000 17:05,1616,52,14.796,-113.3952,520,Other,53,57,90,999,0,1,1,1,0,,27,0,,0,
2000-12-05 17:48:00,12/05/2000 17:48,1616,55,23.3938,-113.4475,556,Other,53,60,90,999,1,1,1,1,1,,28,0,,0,
2000-12-05 18:36:00,12/05/2000 18:36,1616,57,23.5215,-113.4743,999,Night,53,63,90,999,0,1,1,1,1,,28,0,,0,
2000-12-06 18:37:00,12/06/2000 18:37,1616,58,26.052,-115.201,999,Night,53,60,90,999,0,1,1,1,1,,29,0,,0,
2000-12-06 18:45:00,12/06/2000 18:45,1616,59,26.065,-115.214,999,Night,53,55,90,999,0,1,1,1,1,,29,0,,0,
8/4/2001 9:40,08/04/2001 09:40,1617,1,35.888,-126.7677,30,Other,53a,28,90,4,1,1,1,1,0,,1,0,,0,
8/12/2001 13:21,08/12/2001 13:21,1617,2,45.7616,-124.1795,76,Other,57b,14,90,8,0,1,0,1,1,,2,0,,0,
9/3/2001 17:54,09/03/2001 17:54,1617,3,47.1276,-127.934,98,Other,53a,53,90,4,0,1,1,1,1,,3,0,,0,
9/21/2001 9:52,09/21/2001 09:52,1617,4,42.8111,-124.6615,179,Other,53d,14,90,4,0,1,1,1,1,,4,0,,0,
9/24/2001 18:57,09/24/2001 18:57,1617,5,41.941,-128.119,232,Other,53a,14,90,4,0,1,1,1,1,,5,0,,0,
9/24/2001 18:58,09/24/2001 18:58,1617,6,41.9965,-128.272333,232,Other,53a,27,90,4,0,1,1,1,1,,5,0,,0,CHECK LOCATION: SONOBUOY DEPLOYED BY SMALL BOAT!
9/30/2001 19:17,09/30/2001 19:17,1617,7,34.598,-122.9506,261,Other,53A,27,90,4,1,1,1,1,1,,6,1,,0,
10/2/2001 15:55,10/02/2001 15:55,1617,8,34.04,-119.1483,272,Other,53A,28,90,4,0,1,1,1,0,,9,0,,0,
10/9/2001 12:07,10/09/2001 12:07,1617,9,32.4005,-118.939,291,Other,53A,14,90,4,0,1,1,1,1,,10,0,,0,"CHECK LOCATION, DEPLOYED BY SMALL BOAT"
10/9/2001 12:59,10/09/2001 12:59,1617,10,32.365,-118.9415,291,Other,53A,17,90,4,1,1,1,1,1,,10,0,,0,
10/14/2001 9:04,10/14/2001 09:04,1617,11,37.251,-126.7403,299,Other,57A,12,999,4,0,1,1,1,1,,11,0,,0,
10/20/2001 9:12,10/20/2001 09:12,1617,12,43.667667,-129.4265,311,Other,57,999,999,999,0,1,0,1,1,,12,0,,0,CHECK WINCRUZ MAYBE FOR LOCATION?
10/25/2001 17:40,10/25/2001 17:40,1617,13,45.2333,-126.9333,339,Other,57,26,90,8,0,0,0,0,0,,13,0,,0,
10/25/2001 18:07,10/25/2001 18:07,1617,14,45.2323,-126.9301,339,Other,57B,16,90,8,0,0,0,0,0,,13,0,,0,
11/15/2001 14:49,11/15/2001 14:49,1617,15,37.8997,-123.041,412,Other,57,23,60,8,1,1,0,1,1,,14,0,,0,
11/18/2001 8:35,11/18/2001 08:35,1617,16,33.8408,-125.9753,415,Other,53D,26,90,8,1,1,1,1,0,,15,0,,0,
11/23/2001 17:41,11/23/2001 17:41,1617,17,34.7583,-120.845,,Night,57,14,999,999,0,1,0,1,1,Mn,16,0,,0,"near s#438, 439 (Mn song)"
11/23/2001 18:56,11/23/2001 18:56,1617,18,34.76,-120.98,,Night,999,21,999,999,2,1,0,1,1,"Mn, dw",16,1,,0,"near s#438, 439 (Mn song)"
11/25/2001 12:45,11/25/2001 12:45,1617,19,36.3766,-122.7566,443,,999,27,999,999,1,1,0,1,1,,18,0,,0,
11/26/2001 16:49,11/26/2001 16:49,1617,20,37.0383,-125.8579,452,Other,999,21,90,8,0,1,0,1,1,,19,0,,0,
11/27/2001 14:12,11/27/2001 14:12,1617,21,36.7275,-124.3918,456,Other,53,26,90,8,1,1,0,1,0,,20,0,,0,also near s#457
8/29/2002 6:40,08/29/2002 06:40,1621,1,27.6681,-173.2215,145,Other,53a,29,1000,999,0,1,1,1,0,,1,0,,0,
8/29/2002 14:48,08/29/2002 14:48,1621,2,27.9721,-174.4345,147,Other,53a,29,1000,999,0,1,1,1,0,,2,0,,0,
9/10/2002 19:18,09/10/2002 19:18,1621,3,28.0168,-178.1806,166,Other,53a,29,90,999,1,1,1,1,1,,3,1,,0,
9/12/2002 16:13,09/12/2002 16:13,1621,4,25.9333,-179.7891,169,Other,53a,29,90,999,0,1,1,1,1,,5,0,,0,
9/17/2002 10:11,09/17/2002 10:11,1621,5,27.8756,-178.8405,177,Other,53a,29,90,999,0,1,1,1,0,,6,0,,0,
10/16/2002 9:20,10/16/2002 09:20,1621,6,25.5685,-174.5061,212,Other,53a,29,90,999,3,1,1,1,1,,7,0,,0,
10/17/2002 18:49,10/17/2002 18:49,1621,7,24.6633,-170.9566,224,Other,53a,29,90,999,0,0,0,0,0,,8,1,,0,
11/7/2002 8:02,11/07/2002 08:02,1621,8,23.323,-174.779,265,Other,53a,29,90,999,0,1,1,1,0,,10,0,,0,
11/8/2002 15:15,11/08/2002 15:15,1621,9,22.4605,-171.766,275,Other,53a,29,90,999,1,1,1,1,0,,11,0,,0,
11/20/2002 16:32,11/20/2002 16:32,1621,10,21.422,-156.0095,284,Other,53a,29,90,999,0,1,1,1,1,,12,1,,0,
11/22/2002 10:46,11/22/2002 10:46,1621,11,19.342,-154.1746,287,Other,53a,29,90,999,0,1,1,1,1,,14,0,,0,
9/17/2003 12:14,09/17/2003 12:14,1623,1,-0.3515,-120.231,243,Other,57B,10,90,8,0,1,1,1,0,,1,0,,0,
9/17/2003 14:58,09/17/2003 14:58,1623,2,-0.1031,-120.0243,245,Other,57B,10,90,8,,1,1,1,0,,2,0,,0,
10/7/2003 15:28,10/07/2003 15:28,1623,3,7.6033,-84.8175,328,Other,57B,10,90,8,,1,1,1,1,,3,0,,0,
10/9/2003 14:32,10/09/2003 14:32,1623,4,3.505,-86.8591,339,Other,57B,10,90,8,,1,1,1,1,,4,0,,0,
10/10/2003 14:03,10/10/2003 14:03,1623,5,1.7805,-89.0776,352,Other,57B,10,90,8,,1,1,1,1,,5,0,,0,
10/12/2003 10:44,10/12/2003 10:44,1623,6,-1.5616,-92.4215,371,Other,57B,10,90,8,3,1,1,1,1,,6,0,,0,
10/17/2003 18:06,10/17/2003 18:06,1623,7,-9.537333,-99.725,401,Other,57B,10,90,8,0,1,1,1,1,,7,0,,0,
10/18/2003 18:40,10/18/2003 18:40,1623,8,-9.206833,-96.532667,405,Other,57B,10,90,8,0,1,1,1,1,,8,0,,0,
10/21/2003 8:49,10/21/2003 08:49,1623,9,-8.8936,-89.1375,414,Other,57,11,90,8,2,1,1,1,0,,9,0,,0,
10/21/2003 10:30,10/21/2003 10:30,1623,10,-8.9825,-89.0955,414,Other,57,10,90,8,0,1,1,1,0,,9,1,,0,
10/21/2003 12:27,10/21/2003 12:27,1623,11,-9.1496,-89.009,416,Other,57,10,90,8,1,1,1,1,0,,11,0,,0,
10/22/2003 10:16,10/22/2003 10:16,1623,12,-11.8336,-88.2248,420,Other,57,10,90,8,1,1,1,1,1,,12,0,,0,
10/22/2003 16:44,10/22/2003 16:44,1623,13,-12.4728,-88.0773,427,Other,57,10,90,8,0,1,1,1,1,,13,0,,0,
10/23/2003 8:27,10/23/2003 08:27,1623,14,-14.4431,-87.414,428,Other,57,11,90,8,0,1,1,1,1,,14,0,,0,
10/24/2003 11:53,10/24/2003 11:53,1623,15,-14.7766,-84.71,431,Other,57,10,90,8,0,1,1,1,1,,15,0,,0,
10/25/2003 10:06,10/25/2003 10:06,1623,16,-13.7605,-81.9355,433,Other,57,10,90,8,0,1,1,1,1,,16,0,,0,
11/2/2003 9:23,11/02/2003 09:23,1623,17,-9.9416,-78.7726,451,Other,53,54,90,8,0,1,1,1,0,,17,0,,0,
11/2/2003 15:03,11/02/2003 15:03,1623,18,-9.5625,-78.5795,455,Other,53,60,90,8,2,0,0,0,0,,18,0,,0,"POSSIBLY A BAD BUOY, BUT KEPT THE RECORDING"
11/2/2003 18:23,11/02/2003 18:23,1623,19,-9.411,-78.737,457,Other,57,10,90,8,0,1,1,1,1,,19,0,,0,
11/3/2003 11:03,11/03/2003 11:03,1623,20,-9.0435,-79.3351,466,Other,53,56,90,8,0,1,1,1,1,,20,1,,0,
11/3/2003 12:11,11/03/2003 12:11,1623,21,-9.0115,-79.3545,467,Other,53,64,90,8,0,1,1,1,1,,20,1,,0,
11/4/2003 13:07,11/04/2003 13:07,1623,22,-7.4806,-79.9611,478,Other,57,10,90,8,0,1,1,1,1,,22,1,,0,
11/4/2003 15:47,11/04/2003 15:47,1623,23,-7.3893,-79.9146,481,Other,53,55,90,8,0,1,1,1,1,,24,0,,0,
11/6/2003 15:46,11/06/2003 15:46,1623,24,-3.324,-80.6475,490,Other,53,62,90,8,0,1,1,1,0,,25,0,,0,
11/8/2003 14:26,11/08/2003 14:26,1623,25,0.39,-80.2496,510,Other,57,10,90,8,0,1,1,1,0,,26,0,,0,
11/13/2003 17:45,11/13/2003 17:45,1623,26,6.4968,-79.5846,543,Other,57,10,90,8,0,1,1,1,0,,27,0,,0,
11/23/2003 18:37,11/23/2003 18:37,1623,27,9.051,-88.4671,647,Other,53,62,90,8,0,1,1,1,0,,28,0,,0,
11/24/2003 10:34,11/24/2003 10:34,1623,28,9.7343,-90.4371,660,Other,52,62,90,8,0,1,1,1,0,,29,0,,0,
11/24/2003 12:55,11/24/2003 12:55,1623,29,9.8166,-90.6983,668,Other,53,84,90,8,0,1,1,1,1,,30,0,,0,
11/24/2003 14:54,11/24/2003 14:54,1623,30,9.883,-90.89,674,Other,57,10,90,8,0,1,1,1,1,,31,0,,0,
11/25/2003 8:45,11/25/2003 08:45,1623,31,9.3061,-92.8403,689,Other,57,10,90,8,0,1,1,1,1,,32,0,,0,
11/25/2003 10:01,11/25/2003 10:01,1623,32,9.293,-92.9275,691,Other,53,64,90,8,0,1,1,1,1,,33,0,,0,
11/25/2003 12:28,11/25/2003 12:28,1623,33,9.1381,-93.074,695,Other,57,10,90,8,0,1,1,1,1,,34,0,,0,
11/27/2003 13:44,11/27/2003 13:44,1623,34,9.1458,-98.61,732,Other,57,10,90,8,0,1,1,1,1,,35,0,,0,
11/27/2003 15:17,11/27/2003 15:17,1623,35,9.1586,-98.7255,734,Other,57,11,90,8,0,1,1,1,0,,36,0,,0,
12/2/2003 11:24,12/02/2003 11:24,1623,36,15.4303,-112.499,767,Other,57,10,90,8,0,1,1,1,0,,37,0,,0,
12/5/2003 10:34,12/05/2003 10:34,1623,37,20.9155,-119.6375,778,Other,57,10,90,8,1,0,0,0,0,,38,0,,0,POSSIBLY A BAD BUOY
12/5/2003 15:30,12/05/2003 15:30,1623,38,21.1261,-120.186,779,Other,57,10,90,8,0,1,1,1,0,,39,0,,0,
9/22/2003 14:17,09/22/2003 14:17,1624,1,13.16,-99.05,332,Other,999,999,999,999,0,0,0,0,0,,1,0,,0,POSSIBLY A BAD BUOY
10/11/2003 8:08,10/11/2003 08:08,1624,2,6.2,-92.36,445,Other,999,10,999,999,0,1,1,1,1,,2,0,,0,
10/11/2003 11:49,10/11/2003 11:49,1624,3,6.227,-92.6706,447,Other,999,10,999,999,0,1,1,1,1,,3,0,,0,
11/12/2003 8:35,11/12/2003 08:35,1624,4,11.4,-112.73,617,Other,999,10,999,999,0,1,1,1,1,,4,0,,0,
11/26/2003 10:45,11/26/2003 10:45,1624,5,16.53,-116.8,700,Other,999,10,999,999,0,0,0,0,0,,5,0,,0,
12/3/2003 16:50,12/03/2003 16:50,1624,6,22.11,-112.45,722,Other,999,10,999,999,0,0,0,0,0,,6,0,,0,
12/6/2003 16:06,12/06/2003 16:06,1624,7,25.36,-116.01,727,Other,999,10,999,999,0,1,0,0,0,,7,0,,0,
12/8/2003 13:15,12/08/2003 13:15,1624,8,29.35,-118.13,735,Other,999,10,999,999,0,1,1,1,0,,8,0,,0,
2004-07-11 16:23:00,07/11/2004 16:23,1625,1,58.8153,-140.025,118,Other,53d,58,90,8,0,1,1,1,0,,1,0,,0,
2004-07-13 11:00:00,07/13/2004 11:00,1625,2,59.161,-141.2591,126,Other,57,1,90,8,0,1,0,1,0,,2,0,3,0,
2004-07-14 19:43:00,07/14/2004 19:43,1625,3,59.2792,-143.6567,148,Other,53d,60,90,8,0,0,0,0,0,,3,1,,0,"also, s#146, 147, and 145 nearby"
2004-07-14 19:45:00,07/14/2004 19:45,1625,4,59.2778,-143.6597,148,Other,53d,56,90,8,0,0,0,0,0,,3,1,,0,"also, s#146, 147, and 145 nearby"
2004-07-15 14:30:00,07/15/2004 14:30,1625,5,58.6691,-144.3976,169,Other,999,56,90,8,0,0,0,0,0,,7,1,,0,
2004-07-15 16:48:00,07/15/2004 16:48,1625,6,58.5581,144.565,174,Other,999,62,999,999,0,1,0,1,1,,9,1,,0,
2004-07-18 17:48:00,07/18/2004 17:48,1625,7,55.6445,148.1766,229,Other,57,1,999,999,0,1,0,1,1,,12,1,,0,
2004-08-08 21:20:00,08/08/2004 21:20,1625,8,56.1028,-165.0631,,CTD,999,64,999,8,1,1,0,1,1,,14,1,,0,
2004-08-09 04:19:00,08/09/2004 04:19,1625,9,51.5728,-165.7871,,Morning,53a,60,90,8,2,1,1,1,1,pm,16,1,,0,
2004-08-18 04:35:00,08/18/2004 04:35,1625,10,52.7586,-172.1518,,Morning,999,60,,8,2,1,0,1,1,pm oo,18,1,,0,
2004-08-19 04:07:00,08/19/2004 04:07,1625,11,52.5663,169.2321,,Morning,999,56,90,8,1,1,0,1,1,pm oo,20,1,,0,
2004-08-19 14:22:00,08/19/2004 14:22,1625,12,52.5916,-169.2448,444,Other,999,64,90,8,1,1,1,1,1,,23,1,,0,
2004-08-19 15:15:00,08/19/2004 15:15,1625,13,52.044,-168.934,444,Other,999,60,90,8,0,1,1,1,1,,24,1,,0,
2004-08-20 06:07:00,08/20/2004 06:07,1625,14,52.3494,171.4825,,Morning,999,58,90,8,0,1,0,1,1,pm oo,27,0,,0,note: this is EAST LONGITUDE! We are close to russia!
2004-08-23 05:06:00,08/23/2004 05:06,1625,15,50.4785,179.3395,,Morning,53a,56,90,8,0,1,1,1,1,pm,28,1,,0,NOTE: THIS IS AT EAST LONGITUDE! NEAR RUSSIA!
2004-08-23 16:00:00,08/23/2004 16:00,1625,16,50.4955,-178.8673,458,Other,999,64,90,8,0,1,1,1,1,,30,1,,0,"blue whales sounds, but NOT sighted animal!"
2004-08-23 16:47:00,08/23/2004 16:47,1625,17,50.4878,-178.8083,458,Other,999,60,90,8,0,1,1,1,1,,30,1,,0,
2004-08-23 17:20:00,08/23/2004 17:20,1625,18,50.4933,-178.7766,458,Other,999,56,999,999,0,1,1,1,1,,31,1,,0,
2004-08-24 04:49:00,08/24/2004 04:49,1625,19,50.6501,-176.6838,,Morning,999,60,90,8,0,1,1,1,1,pm bm,33,1,,0,
2004-08-24 06:22:00,08/24/2004 06:22,1625,20,50.619,-176.6995,,Morning,999,54,90,8,0,1,1,1,1,,34,1,,0,
2004-08-25 05:06:00,08/25/2004 05:06,1625,21,50.8978,-172.8607,,Morning,999,64,90,8,0,1,1,1,1,pm bm,36,1,,0,
2004-08-26 05:11:00,08/26/2004 05:11,1625,22,51.7776,-170.3295,,Morning,999,60,90,8,0,1,0,1,1,,38,1,,0,
2004-09-03 18:37:00,09/03/2004 18:37,1625,23,54.9678,-167.6368,540,Other,57,999,999,999,0,1,0,1,1,oo,41,1,,0,
2004-09-04 08:58:00,09/04/2004 08:58,1625,24,55.6576,-169.3588,544,Other,999,56,90,8,0,1,0,1,1,bp,44,0,,0,
2004-09-07 00:12:00,09/07/2004 00:12,1625,30,55.8377,-166.1992,,Other,999,56,90,8,1,0,0,0,0,,53,1,,0,opportunistic buoy for right whales
2004-09-07 07:51:00,09/07/2004 07:51,1625,25,57.0766,-165.7316,,Other,999,56,90,8,0,1,1,1,1,"Bp, Ej",45,1,4,0,opportunistic buoy to listen for right whales
2004-09-07 13:40:00,09/07/2004 13:40,1625,26,56.4153,-165.8041,,Other,999,56,90,8,0,1,1,1,1,"Ej, Bp, Mn",47,1,,0,opportunistic buoy for right whales
2004-09-07 15:16:00,09/07/2004 15:16,1625,27,56.3398,-165.7312,,Other,999,60,,,,1,1,1,1,,48,1,,0,opportunistic buoy for right whales
2004-09-07 19:13:00,09/07/2004 19:13,1625,28,55.9793,-165.9482,567,Other,999,60,90,8,0,1,1,1,1,"Ej, Mn",50,1,,0,
2004-09-07 19:50:00,09/07/2004 19:50,1625,29,55.9683,-165.81,567,Other,999,56,90,8,0,1,1,1,1,"Ej, Mn",50,1,,0,
2004-09-08 06:05:00,09/08/2004 06:05,1625,31,55.7682,-166.1918,,Other,999,62,90,8,0,1,1,1,1,,58,1,,0,opportunistic buoy for right whales
2004-09-08 08:25:00,09/08/2004 08:25,1625,32,55.8526,-166.2368,,Other,999,54,90,8,0,1,1,1,1,,60,1,,0,opportunistic buoy for right whales; many sightings in area
2004-09-08 16:22:00,09/08/2004 16:22,1625,33,55.9029,-166.0097,,Other,999,60,90,8,0,1,1,1,1,,67,1,,0,opportunistic buoy for right whales; many sightings in area
2004-09-09 04:23:00,09/09/2004 04:23,1625,34,55.8297,-166.2923,,Other,999,58,90,8,2,1,1,1,1,"Ej, Mn",72,1,,0,opportunistic buoy for right whales; many sightings in area
2004-09-09 08:18:00,09/09/2004 08:18,1625,35,55.814,-166.3302,,Other,999,56,90,8,0,1,1,1,1,,75,1,,0,opportunistic buoy for right whales; many sightings in area
2004-09-09 11:12:00,09/09/2004 11:12,1625,36,55.8087,-166.2455,,Other,999,62,90,8,0,1,1,1,1,,77,1,,0,opportunistic buoy for right whales; many sightings in area
2004-09-09 14:25:00,09/09/2004 14:25,1625,37,55.8615,-166.1315,,Other,999,54,90,8,0,1,1,1,1,,80,0,,0,opportunistic buoy for right whales; many sightings in area
2004-09-09 18:35:00,09/09/2004 18:35,1625,39,55.8761,-166.212,,Other,999,56,90,8,0,1,1,1,1,,84,1,,0,opportunistic buoy for right whales; many sightings in area
2004-09-09 19:39:00,09/09/2004 19:39,1625,40,55.8516,-166.2583,,Other,999,62,90,8,0,1,1,1,1,,84,0,,0,opportunistic buoy for right whales; many sightings in area
2004-09-09 20:06:00,09/09/2004 20:06,1625,41,55.7903,-166.2721,,Other,999,54,90,8,0,1,1,1,1,,84,1,,0,opportunistic buoy for right whales; many sightings in area
2004-09-14 20:14:00,09/14/2004 20:14,1625,42,53.282,-165.5016,597,Other,999,999,999,8,1,1,1,1,1,,89,1,,0,
2004-09-15 04:18:00,09/15/2004 04:18,1625,43,53.2911,-165.4733,,Night,999,62,90,8,0,1,1,1,1,,95,1,,0,opportunistic buoy for right whale
2004-09-16 05:06:00,09/16/2004 05:06,1625,44,51.9773,-163.115,,Morning,999,62,90,8,0,1,1,1,1,,97,0,,0,
2004-09-17 04:58:00,09/17/2004 04:58,1625,45,51.116,-160.674,,Morning,999,60,90,8,1,1,1,1,0,,98,0,,0,
2004-09-18 09:02:00,09/18/2004 09:02,1625,46,53.9441,-159.2796,612,Other,57,21,90,8,0,1,0,1,1,,99,0,,0,
2004-09-22 05:06:00,09/22/2004 05:06,1625,47,55.5225,-155.2021,,Morning,999,56,90,8,0,1,1,1,1,,100,0,,0,
2004-09-22 12:19:00,09/22/2004 12:19,1625,48,55.8556,-155.2988,642,Other,57b,21,90,8,0,1,0,1,1,,101,0,,0,
2004-09-22 12:51:00,09/22/2004 12:51,1625,49,55.855,-155.2823,642,Other,57,15,90,8,0,1,0,1,0,,101,0,,0,
2004-09-23 05:09:00,09/23/2004 05:09,1625,50,55.3926,-155.7338,,Other,999,58,90,8,0,1,1,1,1,,102,0,,0,
2004-09-28 11:09:00,09/28/2004 11:09,1625,51,56.8811,-152.4805,,Other,999,62,90,8,0,1,1,1,1,,103,0,,0,opportunistic buoy at Albatross Banks; several sightings in area
2004-09-28 12:17:00,09/28/2004 12:17,1625,52,56.9646,-152.4785,,Other,999,54,90,8,0,1,1,1,1,,103,0,,0,opportunistic buoy at Albatross Banks; several sightings in area
2004-09-28 12:52:00,09/28/2004 12:52,1625,53,57.0498,-152.4343,,Other,999,58,90,8,,1,1,1,1,,103,1,,0,opportunistic buoy at Albatross Banks; several sightings in area
2004-09-28 16:50:00,09/28/2004 16:50,1625,54,57.0361,-152.5171,,Other,999,64,90,8,0,1,1,1,1,,105,1,,0,opportunistic buoy at Albatross Banks; several sightings in area
2004-10-04 08:30:00,10/04/2004 08:30,1625,55,58.1695,-151.1391,,Other,999,999,999,8,1,1,1,1,1,,107,0,,0,opportunistic buoy at Portlock Banks; several sightings in area
2004-10-05 13:00:00,10/05/2004 13:00,1625,56,58.4693,-150.6398,673,Other,57,1,90,8,1,1,0,1,1,,108,0,,0,
2004-10-08 12:09:00,10/08/2004 12:09,1625,57,58.1888,-151.1486,709,Other,57,15,90,8,0,1,0,1,1,,109,0,,0,
