V1,V2,V3
-166.46067961165,47.4066235864297,-5344.16748046875
-166.293527508091,47.4066235864297,-5365.82763671875
-166.126375404531,47.4066235864297,-5344.2119140625
-165.959223300971,47.4066235864297,-5328.36181640625
-165.792071197411,47.4066235864297,-5130.2021484375
-165.624919093851,47.4066235864297,-5296.3720703125
-165.457766990291,47.4066235864297,-5253.751953125
-165.290614886731,47.4066235864297,-5298.7421875
-165.123462783172,47.4066235864297,-5059.63720703125
-164.956310679612,47.4066235864297,-5291.27734375
-164.789158576052,47.4066235864297,-5273.38720703125
-164.622006472492,47.4066235864297,-5196.63720703125
-164.454854368932,47.4066235864297,-4685.02734375
-164.287702265372,47.4066235864297,-4843.63720703125
-164.120550161812,47.4066235864297,-5175.4873046875
-163.953398058252,47.4066235864297,-5214.0576171875
-163.786245954693,47.4066235864297,-5185.3974609375
-163.619093851133,47.4066235864297,-5187.70751953125
-163.451941747573,47.4066235864297,-5157.25732421875
-163.284789644013,47.4066235864297,-5122.607421875
-163.117637540453,47.4066235864297,-5171.9775390625
-162.950485436893,47.4066235864297,-5122.126953125
-162.783333333333,47.4066235864297,-5147.716796875
-162.616181229773,47.4066235864297,-5113.037109375
-162.449029126214,47.4066235864297,-5037.45703125
-162.281877022654,47.4066235864297,-5057.716796875
-162.114724919094,47.4066235864297,-5040.84716796875
-161.947572815534,47.4066235864297,-5091.26708984375
-161.780420711974,47.4066235864297,-5012.8349609375
-161.613268608414,47.4066235864297,-4919.0546875
-161.446116504854,47.4066235864297,-4964.76513671875
-161.278964401295,47.4066235864297,-4954.69482421875
-161.111812297735,47.4066235864297,-4963.134765625
-160.944660194175,47.4066235864297,-4986.3447265625
-160.777508090615,47.4066235864297,-4978.71728515625
-160.610355987055,47.4066235864297,-5047.1171875
-160.443203883495,47.4066235864297,-5140.21728515625
-160.276051779935,47.4066235864297,-5156.72705078125
-160.108899676375,47.4066235864297,-5152.47705078125
-159.941747572816,47.4066235864297,-5152.33740234375
-159.774595469256,47.4066235864297,-5041.06298828125
-159.607443365696,47.4066235864297,-5046.123046875
-159.440291262136,47.4066235864297,-5021.26318359375
-159.273139158576,47.4066235864297,-5032.10302734375
-159.105987055016,47.4066235864297,-5053.5830078125
-158.938834951456,47.4066235864297,-4841.55322265625
-158.771682847896,47.4066235864297,-5014.623046875
-158.604530744337,47.4066235864297,-5148.7275390625
-158.437378640777,47.4066235864297,-4630.25732421875
-158.270226537217,47.4066235864297,-4789.62744140625
-158.103074433657,47.4066235864297,-4897.8173828125
-157.935922330097,47.4066235864297,-5205.2373046875
-157.768770226537,47.4066235864297,-5206.29736328125
-157.601618122977,47.4066235864297,-5199.595703125
-157.434466019417,47.4066235864297,-5189.255859375
-157.267313915858,47.4066235864297,-5096.20556640625
-157.100161812298,47.4066235864297,-4899.5859375
-156.933009708738,47.4066235864297,-5115.5458984375
-156.765857605178,47.4066235864297,-5128.11572265625
-156.598705501618,47.4066235864297,-5095.31591796875
-156.431553398058,47.4066235864297,-5278.02490234375
-156.264401294498,47.4066235864297,-5158.77490234375
-156.097249190938,47.4066235864297,-4954.625
-155.930097087379,47.4066235864297,-4875.375
-155.762944983819,47.4066235864297,-5194.28466796875
-155.595792880259,47.4066235864297,-5177.0146484375
-155.428640776699,47.4066235864297,-5189.2626953125
-155.261488673139,47.4066235864297,-5178.20263671875
-155.094336569579,47.4066235864297,-5187.44287109375
-154.927184466019,47.4066235864297,-5176.0224609375
-154.76003236246,47.4066235864297,-5179.642578125
-154.5928802589,47.4066235864297,-5175.232421875
-154.42572815534,47.4066235864297,-5186.1572265625
-154.25857605178,47.4066235864297,-5165.38720703125
-154.09142394822,47.4066235864297,-5203.6572265625
-153.92427184466,47.4066235864297,-5192.21728515625
-153.7571197411,47.4066235864297,-5199.55712890625
-153.58996763754,47.4066235864297,-5199.70703125
-153.422815533981,47.4066235864297,-5179.45703125
-153.255663430421,47.4066235864297,-5188.365234375
-153.088511326861,47.4066235864297,-5214.83544921875
-152.921359223301,47.4066235864297,-5186.99560546875
-152.754207119741,47.4066235864297,-5187.55517578125
-152.587055016181,47.4066235864297,-5273.70556640625
-152.419902912621,47.4066235864297,-5202.1552734375
-152.252750809061,47.4066235864297,-5067.830078125
-152.085598705502,47.4066235864297,-5065.84033203125
-151.918446601942,47.4066235864297,-5062.88037109375
-151.751294498382,47.4066235864297,-4977.76025390625
-151.584142394822,47.4066235864297,-4942.80029296875
-151.416990291262,47.4066235864297,-5111.8603515625
-151.249838187702,47.4066235864297,-5109.7802734375
-151.082686084142,47.4066235864297,-4854.310546875
-150.915533980583,47.4066235864297,-4807.1806640625
-150.748381877023,47.4066235864297,-4932.970703125
-150.581229773463,47.4066235864297,-5122.11083984375
-150.414077669903,47.4066235864297,-4986.65087890625
-150.246925566343,47.4066235864297,-4987.79052734375
-150.079773462783,47.4066235864297,-4970.11474609375
-149.912621359223,47.4066235864297,-4932.7744140625
-149.745469255663,47.4066235864297,-5077.29443359375
-149.578317152104,47.4066235864297,-5120.08447265625
-149.411165048544,47.4066235864297,-5151.384765625
-149.244012944984,47.4066235864297,-5146.0146484375
-149.076860841424,47.4066235864297,-5063.6474609375
-148.909708737864,47.4066235864297,-5038.77734375
-148.742556634304,47.4066235864297,-5011.2373046875
-148.575404530744,47.4066235864297,-4967.6875
-148.408252427184,47.4066235864297,-4935.84716796875
-148.241100323625,47.4066235864297,-4923.30712890625
-148.073948220065,47.4066235864297,-4913.197265625
-147.906796116505,47.4066235864297,-4906.38720703125
-147.739644012945,47.4066235864297,-4899.84716796875
-147.572491909385,47.4066235864297,-4889.3173828125
-147.405339805825,47.4066235864297,-4878.21728515625
-147.238187702265,47.4066235864297,-4876.72705078125
-147.071035598706,47.4066235864297,-4867.447265625
-146.903883495146,47.4066235864297,-4872.39013671875
-146.736731391586,47.4066235864297,-4899.26025390625
-146.569579288026,47.4066235864297,-4900.97998046875
-146.402427184466,47.4066235864297,-4850.0400390625
-146.235275080906,47.4066235864297,-4850.38037109375
-146.068122977346,47.4066235864297,-4840.09033203125
-145.900970873786,47.4066235864297,-4819.7099609375
-145.733818770227,47.4066235864297,-4797.455078125
-145.566666666667,47.4066235864297,-4815.48486328125
-145.399514563107,47.4066235864297,-4814.18505859375
-145.232362459547,47.4066235864297,-4801.375
-145.065210355987,47.4066235864297,-4730.134765625
-144.898058252427,47.4066235864297,-4758.14501953125
-144.730906148867,47.4066235864297,-4704.73779296875
-144.563754045307,47.4066235864297,-4672.3076171875
-144.396601941748,47.4066235864297,-4669.927734375
-144.229449838188,47.4066235864297,-4681.52783203125
-144.062297734628,47.4066235864297,-4677.19775390625
-143.895145631068,47.4066235864297,-4678.767578125
-143.727993527508,47.4066235864297,-4614.20263671875
-143.560841423948,47.4066235864297,-4583.63232421875
-143.393689320388,47.4066235864297,-4584.1123046875
-143.226537216828,47.4066235864297,-4568.142578125
-143.059385113269,47.4066235864297,-4545.97265625
-142.892233009709,47.4066235864297,-4531.25244140625
-142.725080906149,47.4066235864297,-4498.6923828125
-142.557928802589,47.4066235864297,-4475.97021484375
-142.390776699029,47.4066235864297,-4464.72021484375
-142.223624595469,47.4066235864297,-4452.1201171875
-142.056472491909,47.4066235864297,-4441.43017578125
-141.88932038835,47.4066235864297,-4437.85009765625
-141.72216828479,47.4066235864297,-4443.35009765625
-141.55501618123,47.4066235864297,-4428.974609375
-141.38786407767,47.4066235864297,-4444.884765625
-141.22071197411,47.4066235864297,-4369.0048828125
-141.05355987055,47.4066235864297,-4278.58447265625
-140.88640776699,47.4066235864297,-4344.28466796875
-140.71925566343,47.4066235864297,-4312.82470703125
-140.552103559871,47.4066235864297,-4299.88525390625
-140.384951456311,47.4066235864297,-4303.48486328125
-140.217799352751,47.4066235864297,-4294.4951171875
-140.050647249191,47.4066235864297,-4286.38525390625
-139.883495145631,47.4066235864297,-4274.35498046875
-139.716343042071,47.4066235864297,-4266.76513671875
-139.549190938511,47.4066235864297,-4254.81494140625
-139.382038834951,47.4066235864297,-4241.3154296875
-139.214886731392,47.4066235864297,-4192.2353515625
-139.047734627832,47.4066235864297,-4182.25537109375
-138.880582524272,47.4066235864297,-4194.4150390625
-138.713430420712,47.4066235864297,-4187.83544921875
